"Find a Job",,,,,yes,"update name; REMOVE LP",https://www.workbc.ca/search-and-prepare-job,REMOVE,"Search and Prepare for a Job"
,,"Planning Resources",,,,"update URL only",https://www.workbc.ca/access-employer-resources/manage-your-business/planning-resources,https://www.workbc.ca/employers-industry/manage-your-business/planning-resources,
,,"Support Services",,,,"update URL only",https://www.workbc.ca/access-employer-resources/manage-your-business/support-services,https://www.workbc.ca/employers-industry/manage-your-business/support-services,
,,"Growing your Business",,,,"update URL only",https://www.workbc.ca/access-employer-resources/manage-your-business/growing-your-business,https://www.workbc.ca/employers-industry/manage-your-business/growing-your-business,
,,"Finance Your Business",,,,"move IA, update URL ",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/finance-your-business,https://www.workbc.ca/employers-industry/finance-your-business,
,"Funding Programs",,,,yes,"REPLACE existing page/URL; update name, new URL",https://www.workbc.ca/find-loans-and-grants/industry-and-employers,https://www.workbc.ca/employers-industry/funding-programs,"Industry and Employers"
,,"B.C. Employer Training Grant",,,,"update URL; update vanity URL","https://www.workbc.ca/find-loans-and-grants/industry-and-employers/bc-employer-training-grant,https://www.workbc.ca/bcemployertraininggrant","https://www.workbc.ca/employers-industry/funding-programs/bc-employer-training-grant,https://www.workbc.ca/bcemployertraininggrant",
,,,"What's New",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/bc-employer-training-grant/whats-new,https://www.workbc.ca/employers-industry/funding-programs/bc-employer-training-grant/whats-new,
,,,"Frequently Asked Questions",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/bc-employer-training-grant/frequently-asked-questions,https://www.workbc.ca/employers-industry/funding-programs/bc-employer-training-grant/frequently-asked-questions,
,,,"Application Guides and Support ",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/bc-employer-training-grant/application-support-and,https://www.workbc.ca/employers-industry/funding-programs/bc-employer-training-grant/application-support-and,
,,"Community Workforce Response Grant",,,,"update URL; update vanity URL","https://www.workbc.ca/find-loans-and-grants/community/community-workforce-response-grant,https://www.workbc.ca/communityworkforcegrant","https://www.workbc.ca/employers-industry/funding-programs/community-workforce-response-grant,https://www.workbc.ca/communityworkforcegrant",
,,,"Grant Overview",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/community/community-workforce-response-grant/grant-overview,https://www.workbc.ca/employers-industry/funding-programs/community-workforce-response-grant/grant-overview,
,,,"What's New",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/community/community-workforce-response-grant/whats-new,https://www.workbc.ca/employers-industry/funding-programs/community-workforce-response-grant/whats-new,
,,,"Stories that Inspire",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/community/community-workforce-response-grant/stories-inspire,https://www.workbc.ca/employers-industry/funding-programs/community-workforce-response-grant/stories-inspire,
,,,"Guides, Forms and Templates",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/community/community-workforce-response-grant/guides-forms-and-templates,https://www.workbc.ca/employers-industry/funding-programs/community-workforce-response-grant/guides-forms-and-templates,
,,,"Frequently Asked Questions",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/community/community-workforce-response-grant/frequently-asked-questions,https://www.workbc.ca/employers-industry/funding-programs/community-workforce-response-grant/frequently-asked-questions,
,,"Sector Labour Market Partnerships Program",,,,"update URL; update vanity URL","https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program,https://www.workbc.ca/Employer-Resources/Funding-and-Programs/Sector-Labour-Market-Partnerships.aspx,https://www.workbc.ca/labourmarketpartnerships,https://www.workbc.ca/SLMP-Program,https://www.workbc.ca/sectorlabourmarketpartnerships","https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program,https://www.workbc.ca/labourmarketpartnerships,https://www.workbc.ca/SLMP-Program,https://www.workbc.ca/sectorlabourmarketpartnerships",
,,,"About ther SLMP Program",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/sector-labour-market-partnerships-program/about-slmp-program,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/about-slmp-program,
,,,"Statement of Intent",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/statement-of-intent,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/statement-of-intent,
,,,"Who Should Apply and How to Apply",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/who-should-apply-and-how-to-apply,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/who-should-apply-and-how-to-apply,
,,,"Program Guidelines",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/slmp-program-guidelines,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/slmp-program-guidelines,
,,,,"Program Priorities",,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/slmp-program-guidelines/program-priorities,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/slmp-program-guidelines/program-priorities,
,,,,"Project Types",,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/slmp-program-guidelines/project-types,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/slmp-program-guidelines/project-types,
,,,,"Roles and Responsibilities",,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/slmp-program-guidelines/roles-and-responsibilities,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/slmp-program-guidelines/roles-and-responsibilities,
,,,,"What funding is Available",,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/slmp-program-guidelines/what-funding-available,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/slmp-program-guidelines/what-funding-available,
,,,"Resources for Projects",,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/resources,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/resources,
,,,,"Research Project Guidelines",,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/resources/research-project-guidelines,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/resources/research-project-guidelines,
,,,,"Guide to Intersectional Analysis",,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/resources/guide-intersectional-analysis,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/resources/guide-intersectional-analysis,
,,,,"Completing an Intersectional Analysis",,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/resources/completing-intersectional-analysis,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/resources/completing-intersectional-analysis,
,,,,"Budget Guidelines",,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/resources/budget-guidelines,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/resources/budget-guidelines,
,,,Reports,,,"update URL only",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/sector-labour-market-partnerships-program/reports,https://www.workbc.ca/employers-industry/funding-programs/sector-labour-market-partnerships-program/reports,
,,"Community and Employer Partnerships",,,,"move IA, update URL ",https://www.workbc.ca/discover-employment-services/community-and-employer-partnerships,https://www.workbc.ca/employers-industry/funding-programs/community-and-employer-partnerships,
,,,"Job Creation Partnerships",,,"move IA, update URL ",https://www.workbc.ca/discover-employment-services/community-and-employer-partnerships/job-creation-partnerships,https://www.workbc.ca/employers-industry/funding-programs/community-and-employer-partnerships/job-creation-partnerships,
,,,"Labour Market Partnerships",,,"move IA, update URL ",https://www.workbc.ca/discover-employment-services/community-and-employer-partnerships/labour-market-partnerships,https://www.workbc.ca/employers-industry/funding-programs/community-and-employer-partnerships/labour-market-partnerships,
,,,"Project-Based Labour Market Training",,,"move IA, update URL ",https://www.workbc.ca/discover-employment-services/community-and-employer-partnerships/project-based-labour-market,https://www.workbc.ca/employers-industry/funding-programs/community-and-employer-partnerships/project-based-labour-market,
,,,"Research and Innovation",,,"move IA, update URL ",https://www.workbc.ca/discover-employment-services/community-and-employer-partnerships/research-and-innovation,https://www.workbc.ca/employers-industry/funding-programs/community-and-employer-partnerships/research-and-innovation,
,,"Forest Sector Supports",,,,"update URL only",https://www.workbc.ca/find-loans-and-grants/forest-sector-supports,https://www.workbc.ca/employers-industry/funding-programs/forest-sector-supports,
,Community,,,,,"REMOVE page, content moved",https://www.workbc.ca/find-loans-and-grants/community,REMOVE,
,,"Incentives and Tax Credits",,,,"REMOVE page",https://www.workbc.ca/find-loans-and-grants/industry-and-employers/incentives-and-tax-credits,REMOVE,
,,,,,,,,,
"Find Loans and Grants",,,,,,"REMOVE",https://www.workbc.ca/find-loans-and-grants,REMOVE,
